% DH,% SS,% WS,id,lat,lon,thickness,NDVI_mean,Sx_mean
0.359375000000000,0.000000000000000,0.640625000000000,T2SP20,69.242023000000003,-104.882524000000004,"64",0.300605245889002,0.0278640285873273
0.363636363636364,0.000000000000000,0.636363636363636,T2SP22,69.247935999999896,-104.902116000000007,"33",0.333269088515296,0.0161306209488313
0.500000000000000,0.000000000000000,0.500000000000000,T2SP23,69.255043999999899,-104.919771999999000,"42",0.300666523013793,0.00841848558257266
0.454545454545455,0.000000000000000,0.545454545454545,T2SP24,69.259711999999894,-104.945610000000002,"22",0.219616936343347,0.00302820887190316
0.500000000000000,0.000000000000000,0.500000000000000,T2SP25,69.264229999999898,-104.961696000000003,"10",0.190183361763771,0.0173813834739638
0.116666666666667,0.000000000000000,0.883333333333333,T2SP26,69.269839000000005,-104.980891000000000,"60",0.339276094983447,0.00364506807146946
0.777777777777778,0.000000000000000,0.222222222222222,T2SP5,69.118645000000001,-104.752578000000000,"27",,
0.642857142857143,0.000000000000000,0.357142857142857,T2SP6,69.127290000000002,-104.757537999999997,"42",0.233641623955418,
0.333333333333333,0.000000000000000,0.666666666666667,T2SP7,69.135431999999895,-104.764264999999000,"30",0.233142392591116,
0.600000000000000,0.000000000000000,0.400000000000000,T2SP8,69.147625000000005,-104.774400000000000,"25",0.263715805395696,0.00642640696319069
0.428571428571429,0.000000000000000,0.571428571428571,T2SP9,69.152794999999898,-104.779047000000006,"42",0.201625151283702,0.0338056928932961
0.307692307692308,0.000000000000000,0.692307692307692,T3SP1,69.198003999999898,-104.695898000000000,"65",,-0.0169282185855078
0.348837209302326,0.000000000000000,0.651162790697674,T3SP10,69.176032000000006,-104.499668999999997,"43",,
0.457142857142857,0.000000000000000,0.542857142857143,T3SP11,69.177243000000004,-104.474467000000004,"35",,
0.414634146341463,0.000000000000000,0.512195121951220,T3SP12,69.178775000000002,-104.449743999999995,"41",,
0.371428571428571,0.000000000000000,0.542857142857143,T3SP13,69.179203000000001,-104.422374000000005,"35",,
0.222222222222222,0.000000000000000,0.777777777777778,T3SP2,69.193895999999896,-104.673764000000006,"45",,
0.346153846153846,0.000000000000000,0.615384615384615,T3SP4,69.185670999999900,-104.628624000000002,"26",,
0.606060606060606,0.000000000000000,0.333333333333333,T3SP6,69.177524000000005,-104.584575999999998,"33",,
0.275862068965517,0.000000000000000,0.724137931034483,T3SP8,69.173319000000006,-104.536413999998999,"29",,
0.428571428571429,0.000000000000000,0.571428571428571,T4SP1,69.199061000000000,-104.670192999999998,"28",,
0.422222222222222,0.044444444444444,0.533333333333333,T4SP10,69.275229999999894,-104.658508999999995,"45",,-0.0431344929153493
0.533333333333333,0.000000000000000,0.466666666666667,T4SP2,69.207770999999894,-104.664452999999000,"30",,0.00887588109352052
0.294117647058824,0.000000000000000,0.705882352941177,T4SP3,69.216705000000005,-104.658700999998999,"34",,0.017430260396414
0.288888888888889,0.244444444444444,0.466666666666667,T4SP4,69.222785999999900,-104.656582000000000,"45",,0.0204619188361317
0.928571428571429,0.000000000000000,0.000000000000000,T4SP5,69.231984999999895,-104.648585999999000,"14",,-0.023295523083489
0.096385542168675,0.000000000000000,0.903614457831325,T4SP6,69.239827000000005,-104.646663000000004,"83",,-0.0318705382987263
0.545454545454545,0.000000000000000,0.454545454545455,T4SP7,69.250148999999894,-104.636601999999996,"44",,0.0284905825653291
0.250000000000000,0.000000000000000,0.750000000000000,T4SP8,69.258832999999896,-104.629924000000003,"28",,0.000373917855436403
0.214285714285714,0.000000000000000,0.785714285714286,T4SP9,69.266705999999900,-104.643450000000001,"42",,-0.017884024697455
0.127272727272727,0.000000000000000,0.872727272727273,T5SP1,,,"55",,
0.127272727272727,0.000000000000000,0.872727272727273,T5SP3,,,"55",,
0.372549019607843,0.000000000000000,0.627450980392157,T5SP4,69.208803000000003,-104.338786999999996,"51",,
