% DH,% SS,% WS,id,lat,lon,thickness,NDVI_mean,Sx_mean
0.500000000000000,0.000000000000000,0.500000000000000,T1SP14,69.199771999999896,-105.151482000000001,"20",0.259652902238269,-0.0665079845039206
0.300000000000000,0.000000000000000,0.700000000000000,T1SP15,69.205870000000004,-105.133960000000002,"50",0.159340007967182,0.0977987909809637
0.600000000000000,0.000000000000000,0.400000000000000,T1SP16,69.212045000000003,-105.116977000000006,"20",0.287897627408515,-0.00862223824588041
0.473684210526316,0.000000000000000,0.526315789473684,T1SP17,69.218164999999900,-105.097534999998999,"19",0.235456541019673,-0.078311640856124
0.678571428571429,0.000000000000000,0.321428571428571,T1SP18,69.229140000000001,-105.080663000000001,"28",0.304953842544713,0.0274927430765135
0.750000000000000,0.000000000000000,0.250000000000000,T1SP19,69.236272000000000,-105.066342000000006,"28",0.326268642783775,0.023680702422768
0.821428571428571,0.000000000000000,0.178571428571429,T1SP20,69.243967999999896,-105.054171999998999,"28",0.368370879238165,0.00351085960577895
0.280000000000000,0.000000000000000,0.720000000000000,T1SP21,69.251958000000002,-105.041600000000003,"25",0.192564976694409,0.0149712161886925
0.577464788732394,0.000000000000000,0.422535211267606,T1SP22,69.259022000000002,-105.027119999999996,"71",0.210251950155664,0.0324972350768482
0.466666666666667,0.000000000000000,0.533333333333333,T1SP24,69.275283999999900,-105.000905000000003,"30",0.227828483025783,0.0247374005250539
0.408163265306122,0.000000000000000,0.591836734693878,T2SP10,69.160987000000006,-104.786216999998999,"49",0.186833681237012,-0.0130270324010143
0.857142857142857,0.000000000000000,0.142857142857143,T2SP11,69.169392999999900,-104.792492999998998,"35",0.28298831766047,0.0295762364472417
0.800000000000000,0.000000000000000,0.200000000000000,T2SP12,69.179674000000006,-104.801124000000002,"25",0.350771467669488,0.00432915607580258
0.621621621621622,0.000000000000000,0.378378378378378,T2SP14,69.194087999999894,-104.812349999999995,"37",0.544551565024184,0.0306255243450103
0.470588235294118,0.000000000000000,0.529411764705882,T2SP16,69.212309000000005,-104.830836000000005,"34",0.247024668770258,0.0590887849364837
0.307692307692308,0.000000000000000,0.692307692307692,T2SP18,69.231030000000004,-104.843075999999996,"39",0.310775467038939,-0.00135467810407934
1.000000000000000,0.000000000000000,0.000000000000000,T2SP19,69.236360000000005,-104.863089000000002,"10",0.271205145615562,-0.0215096617168603
