% DH,% SS,% WS,id,lat,lon,thickness
0.5,0,0.5,T0SP1,69.130669,-105.052988,20
0.90625,0,0.09375,T0SP2,69.130669,-105.052988,32
0.666666666666667,0,0.333333333333333,T1SP1,69.113929,-105.388327,30
0.5,0,0.5,T1SP10,69.17067,-105.2315,10
0.285714285714286,0,0.714285714285714,T1SP11,69.177208,-105.213697,35
0.4,0,0.6,T1SP12,69.183685,-105.196057,50
0.75,0,0.25,T1SP13,69.189965,-105.178365,20
0.75,0,0.25,T1SP14,69.1997719999999,-105.151482,20
0.125,0,0.875,T1SP15,69.20587,-105.13396,40
0.666666666666667,0,0.333333333333333,T1SP16,69.212045,-105.116977,15
0.5,0,0.5,T1SP17,69.2181649999999,-105.097534999999,30
0.5,0,0.5,T1SP18,69.22914,-105.080663,30
0.666666666666667,0,0.333333333333333,T1SP19,69.236272,-105.066342,15
0.4,0,0.6,T1SP2,69.119749,-105.372142,25
0.5,0,0.5,T1SP20,69.2439679999999,-105.054171999999,30
0,0,1,T1SP21,69.251958,-105.0416,15
0.2,0,0.8,T1SP22,69.259022,-105.02712,25
0.6,0,0.4,T1SP23,69.2673713,-105.0140802,25
0.615384615384615,0,0.384615384615385,T1SP3,69.124614,-105.352203,13
0.357142857142857,0,0.642857142857143,T1SP4,69.132456,-105.337255,28
0.25,0,0.75,T1SP5,69.13872,-105.31902,80
0.166666666666667,0,0.833333333333333,T1SP6,69.14505,-105.302,36
0.131578947368421,0,0.868421052631579,T1SP7,69.1516245,-105.2844815,38
0.462962962962963,0,0.537037037037037,T1SP8,69.15792,-105.26723,54
0.266666666666667,0,0.733333333333333,T1SP9,69.1646982,-105.2493966,75
0.416666666666667,0,0.583333333333333,T2SP1,69.0839399,-104.8319196,12
0.285714285714286,0,0.714285714285714,T2SP10,69.160987,-104.786216999999,35
0.333333333333333,0,0.666666666666667,T2SP11,69.1693929999999,-104.792492999999,30
0.5,0,0.5,T2SP12,69.179674,-104.801124,20
0,0,1,T2SP14,69.1940879999999,-104.81235,12
0.142857142857143,0,0.857142857142857,T2SP16,69.212309,-104.830836,70
0.714285714285714,0,0.285714285714286,T2SP18,69.23103,-104.843076,35
0.714285714285714,0,0.285714285714286,T2SP19,69.23636,-104.863089,35
0.2,0,0.8,T2SP2,69.083164,-104.804905,25
0.235294117647059,0,0.764705882352941,T2SP20,69.242023,-104.882524,85
0.222222222222222,0,0.777777777777778,T2SP21,69.247931,-104.90216,45
0.333333333333333,0,0.666666666666667,T2SP22,69.2479359999999,-104.902116,15
0.294117647058824,0,0.705882352941176,T2SP23,69.2550439999999,-104.919771999999,17
0,0,1,T2SP24,69.2597119999999,-104.94561,10
0.428571428571429,0,0.571428571428571,T2SP25,69.2642299999999,-104.961696,35
0,0,1,T2SP26,69.269839,-104.980891,20
0.294117647058824,0,0.705882352941176,T2SP3,69.095602,-104.797892,17
0.333333333333333,0,0.666666666666667,T2SP4,69.109569,-104.744165,15
0.333333333333333,0,0.666666666666667,T2SP5,69.118645,-104.752578,15
0,0,1,T2SP6,69.12729,-104.757538,20
0.227272727272727,0,0.772727272727273,T2SP7,69.1354319999999,-104.764264999999,22
0.227272727272727,0,0.772727272727273,T2SP8,69.147625,-104.7744,22
0.2,0,0.8,T2SP9,69.1527949999999,-104.779047,25
